name,formula,scf_vbm,scf_cbm,scf_gap_raw_eV,scf_gap_clipped_eV,sk_bandgap_eV,dft_bandgap_eV,residual_eV
Surface-JVASP-35695_miller_1_0_0_thickness_16_VASP_PBE_noDP,MgSe,3.207,0.404,-2.803,0.0,5.1252,2.0272,3.0980000000000003
Surface-JVASP-23972_miller_1_0_0_thickness_16_VASP_PBE_noDP,H4NF,-4.554,1.423,5.977,5.977,16.2104,0.5598000000000001,15.6506
Surface-JVASP-38538_miller_1_0_0_thickness_16_VASP_PBE_noDP,LiBr,3.79,-1.356,-5.146,0.0,6.6093,4.6768,1.9325
Surface-JVASP-290_miller_1_0_0_thickness_16_VASP_PBE_noDP,SnS2,5.233,4.132,-1.101,0.0,0.3509,0.1883,0.1626
Surface-JVASP-45247_miller_1_0_0_thickness_16_VASP_PBE_noDP,Na3Sr3GaAs4,2.687,2.283,-0.404,0.0,1.9196,0.4377000000000001,1.4819
Surface-JVASP-13047_miller_1_0_0_thickness_16_VASP_PBE_noDP,K4Sb2O3,2.458,1.07,-1.388,0.0,0.6088,0.030200000000000005,0.5786
Surface-JVASP-110096_miller_1_0_0_thickness_16_VASP_PBE_noDP,SrClO,-0.138,-0.68,-0.542,0.0,0.0026,0.010199999999999987,-0.007599999999999987
Surface-JVASP-26790_miller_1_0_0_thickness_16_VASP_PBE_noDP,Sr4Br6O,4.956,0.34,-4.616,0.0,5.3012,4.214,1.0871999999999993
Surface-JVASP-45297_miller_1_0_0_thickness_16_VASP_PBE_noDP,K6MgO4,2.513,0.634,-1.879,0.0,0.0014,0.5255,-0.5241
Surface-JVASP-112334_miller_1_0_0_thickness_16_VASP_PBE_noDP,Cd2Mo3O8,5.038,4.787,-0.251,0.0,0.0012,0.18989999999999996,-0.18869999999999995
Surface-JVASP-141207_miller_1_0_0_thickness_16_VASP_PBE_noDP,K6ZnS4,2.174,0.293,-1.881,0.0,2.2135,1.5346,0.6788999999999998
Surface-JVASP-890_miller_1_1_0_thickness_16_VASP_PBE_DP,Ge,4.28,4.363,0.083,0.083,0.0005,0.019899999999999973,-0.019399999999999973
Surface-JVASP-1248_miller_1_1_0_thickness_16_VASP_PBE_noDP,BeTe,6.63,4.428,-2.202,0.0,3.412,0.5175999999999998,2.8944
Surface-JVASP-7836_miller_1_1_0_thickness_16_VASP_PBE_noDP,BN,11.937,7.124,-4.813,0.0,3.0003,2.6722,0.32810000000000006
Surface-JVASP-8003_miller_0_0_1_thickness_16_VASP_PBE_noDP,CdS,1.818,0.825,-0.993,0.0,2.0558,0.017599999999999838,2.0382000000000002
Surface-JVASP-8169_miller_1_1_0_thickness_16_VASP_PBE_noDP,GaN,6.655,4.87,-1.785,0.0,4.2879,1.4123,2.8755999999999995
Surface-JVASP-8186_miller_1_1_0_thickness_16_VASP_PBE_noDP,ZnTe,3.859,2.781,-1.078,0.0,3.11,1.8712,1.2388
Surface-JVASP-95_miller_1_1_0_thickness_16_VASP_PBE_noDP,CdS,1.878,0.823,-1.055,0.0,4.6389,1.7476999999999998,2.8911999999999995
Surface-JVASP-8169_miller_1_1_0_thickness_16_VASP_PBE,GaN,6.655,4.87,-1.785,0.0,4.2879,1.4122,2.8756999999999997
Surface-JVASP-8186_miller_1_1_0_thickness_16_VASP_PBE,ZnTe,3.859,2.781,-1.078,0.0,3.1156,1.8801,1.2355
Surface-JVASP-95_miller_1_1_0_thickness_16_VASP_PBE,CdS,1.878,0.823,-1.055,0.0,4.4766,1.6878999999999997,2.7887000000000004
Surface-JVASP-1198_miller_0_0_1_thickness_16_VASP_PBE_noDP,ZnTe,3.797,2.741,-1.056,0.0,0.0071,0.08679999999999999,-0.0797
Surface-JVASP-17700_miller_1_1_0_thickness_16_VASP_PBE_noDP,InN,5.967,5.967,0.0,0.0,0.5268,0.276,0.2508
Surface-JVASP-30_miller_1_1_0_thickness_16_VASP_PBE_noDP,GaN,6.834,4.891,-1.943,0.0,4.3956,1.4567,2.9389
Surface-JVASP-36204_miller_1_1_0_thickness_16_VASP_PBE_noDP,BP,8.847,7.47,-1.377,0.0,2.1276,1.2474,0.8802000000000001
Surface-JVASP-36403_miller_0_0_1_thickness_16_VASP_PBE_noDP,SiSn,5.588,5.34,-0.248,0.0,0.0131,0.007500000000000062,0.005599999999999938
Surface-JVASP-7836_miller_1_1_0_thickness_16_VASP_PBE,BN,11.937,7.124,-4.813,0.0,3.0003,2.6722,0.32810000000000006
Surface-JVASP-8003_miller_0_0_1_thickness_16_VASP_PBE,CdS,1.818,0.825,-0.993,0.0,2.0597,0.035800000000000054,2.0239
Surface-JVASP-943_miller_1_1_0_thickness_16_VASP_R2SCAN,Ni,6.682,8.108,1.426,1.426,0.0005,0.0006999999999999229,-0.0001999999999999229
Surface-JVASP-1002_miller_1_0_0_thickness_16_VASP_R2SCAN,Si,6.19,5.459,-0.731,0.0,0.0361,0.0040999999999999925,0.03200000000000001
Surface-JVASP-816_miller_1_1_1_thickness_16_VASP_R2SCAN,Al,3.468,20.232,16.764,16.764,0.0084,0.06589999999999985,-0.05749999999999985
Surface-JVASP-1029_miller_1_1_0_thickness_16_VASP_R2SCAN,Ti,5.807,6.174,0.367,0.367,0.002,0.001600000000000018,0.00039999999999998197
Surface-JVASP-813_miller_0_0_1_thickness_16_VASP_R2SCAN,Ag,4.194,13.371,9.177,9.177,0.0109,0.0024000000000001798,0.00849999999999982
Surface-JVASP-861_miller_1_1_0_thickness_16_VASP_R2SCAN,Cr,10.023,13.39,3.367,3.367,0.0001,0.007000000000000117,-0.006900000000000117
Surface-JVASP-1056_miller_0_0_1_thickness_16_VASP_R2SCAN,Zn,-0.797,4.632,5.429,5.429,0.0064,0.013999999999999985,-0.007599999999999984
Surface-JVASP-39_miller_1_1_0_thickness_16_VASP_R2SCAN,AlN,10.306,5.832,-4.474,0.0,3.9542,2.8597,1.0945
Surface-JVASP-20092_miller_0_0_1_thickness_16_VASP_R2SCAN,CdO,1.166,1.46,0.294,0.294,1.2043,0.3426000000000001,0.8616999999999998
Surface-JVASP-1195_miller_0_0_1_thickness_16_VASP_R2SCAN,ZnO,1.682,0.717,-0.965,0.0,0.6208,0.05349999999999988,0.5673000000000001
Surface-JVASP-1312_miller_1_1_1_thickness_16_VASP_R2SCAN,BP,8.701,7.186,-1.515,0.0,0.7388,0.0039999999999998925,0.7348000000000001
Surface-JVASP-1327_miller_1_1_0_thickness_16_VASP_R2SCAN,AlP,6.054,4.26,-1.794,0.0,2.7495,1.4403000000000001,1.3091999999999997
Surface-JVASP-1408_miller_1_1_0_thickness_16_VASP_R2SCAN,AlSb,5.611,4.289,-1.322,0.0,1.9495,0.8005,1.149
Surface-JVASP-1174_miller_1_1_0_thickness_16_VASP_R2SCAN,GaAs,3.492,3.407,-0.085,0.0,1.9663,0.7467,1.2195999999999998
Surface-JVASP-91_miller_0_0_1_thickness_16_VASP_R2SCAN,C,13.914,9.457,-4.457,0.0,0.0025,0.0026000000000001577,-0.00010000000000015769
Surface-JVASP-8118_miller_1_1_1_thickness_16_VASP_R2SCAN,SiC,10.545,7.927,-2.618,0.0,0.0024,0.012900000000000023,-0.010500000000000023
Surface-JVASP-105410_miller_1_1_1_thickness_16_VASP_R2SCAN,SiGe,5.714,5.02,-0.694,0.0,0.0039,0.22910000000000003,-0.22520000000000004
Surface-JVASP-1008_miller_0_0_1_thickness_16_VASP_R2SCAN,Sn,4.62,4.93,0.31,0.31,0.0048,0.012299999999999978,-0.007499999999999978
Surface-JVASP-1177_miller_0_0_1_thickness_16_VASP_PBE,GaSb,4.35,4.35,0.0,0.0,0.0154,0.0017999999999999683,0.013600000000000032
Surface-JVASP-1186_miller_0_0_1_thickness_16_VASP_PBE,InAs,3.774,3.774,0.0,0.0,0.4109,0.0017000000000000348,0.40919999999999995
Surface-JVASP-1393_miller_1_1_0_thickness_16_VASP_PBE,GaP,5.776,4.294,-1.482,0.0,2.9186,1.2234,1.6952
Surface-JVASP-23_miller_1_1_0_thickness_16_VASP_PBE,CdTe,2.253,1.755,-0.498,0.0,2.6091,0.9638,1.6453000000000002
Surface-JVASP-35748_miller_1_1_0_thickness_16_VASP_PBE,AlSb,5.451,4.393,-1.058,0.0,2.3891,1.3445,1.0446
Surface-JVASP-36408_miller_0_0_1_thickness_16_VASP_PBE,SnC,8.324,7.576,-0.748,0.0,0.0784,0.054600000000000204,0.023799999999999794
Surface-JVASP-895_miller_0_1_0_x1015_thickness_16_VASP_R2SCAN_R2SCAN,I,3.494,2.579,-0.915,0.0,1.8634,0.8701000000000001,0.9932999999999998
Surface-JVASP-828_miller_0_0_1_x1015_thickness_16_VASP_R2SCAN_R2SCAN,B,7.321,5.633,-1.688,0.0,0.0383,0.0613999999999999,-0.0230999999999999
Surface-JVASP-895_miller_0_0_1_x1015_thickness_16_VASP_R2SCAN_R2SCAN,I,3.494,2.579,-0.915,0.0,0.0003,0.0406,-0.040299999999999996
Surface-JVASP-919_miller_1_1_1_x1015_thickness_16_VASP_R2SCAN_R2SCAN,Mg,1.108,3.45,2.342,2.342,0.0038,0.0040999999999999925,-0.00029999999999999255
Surface-JVASP-934_miller_1_0_0_x1015_thickness_16_VASP_R2SCAN_R2SCAN,Nb,3.421,10.262,6.841,6.841,0.0006,0.0046999999999999265,-0.004099999999999927
Surface-JVASP-1029_miller_1_0_1_x1015_thickness_16_VASP_R2SCAN_R2SCAN,Ti,5.807,6.174,0.367,0.367,0.0003,0.0010999999999998789,-0.0007999999999998789
Surface-JVASP-21195_miller_1_0_0_x1015_thickness_16_VASP_R2SCAN_R2SCAN,Mo,10.564,15.761,5.197,5.197,0.0032,0.001100000000000101,0.0020999999999998993
Surface-JVASP-14837_miller_1_1_0_x1015_thickness_16_VASP_R2SCAN_R2SCAN,V,4.618,9.431,4.813,4.813,0.0012,0.00019999999999997797,0.001000000000000022
Surface-JVASP-107_miller_0_0_1_thickness_16_VASP_PBE_noDP,SiC,10.349,7.855,-2.494,0.0,0.01,0.015900000000000247,-0.005900000000000247
Surface-JVASP-1180_miller_0_0_1_thickness_16_VASP_PBE_noDP,InN,5.98,5.98,0.0,0.0,0.0005,0.0262,-0.0257
Surface-JVASP-1192_miller_1_1_0_thickness_16_VASP_PBE_noDP,CdSe,0.871,0.416,-0.455,0.0,2.726,0.9994000000000001,1.7266
Surface-JVASP-1073_miller_1_1_0_thickness_16_VASP_PBE_noDP,SiGe,5.594,5.191,-0.403,0.0,1.1622,0.497,0.6651999999999999
Surface-JVASP-1183_miller_0_0_1_thickness_16_VASP_PBE_noDP,InP,4.918,4.588,-0.33,0.0,1.351,0.04200000000000004,1.309
Surface-JVASP-1765_miller_1_1_0_thickness_16_VASP_PBE_noDP,LiMgAs,3.642,2.121,-1.521,0.0,2.6592,1.4203000000000001,1.2388999999999997
Surface-JVASP-1312_miller_1_1_0_thickness_16_VASP_PBE_noDP,BP,8.701,7.186,-1.515,0.0,1.5742,0.5191999999999999,1.0550000000000002
Surface-JVASP-108112_miller_1_1_0_thickness_16_VASP_PBE_noDP,KRbMnF6,0.43,-1.965,-2.395,0.0,0.0014,0.009000000000000341,-0.007600000000000341
Surface-JVASP-101477_miller_1_1_0_thickness_16_VASP_PBE_noDP,LiCaSb,4.975,4.256,-0.719,0.0,1.7877,1.0657,0.722
Surface-JVASP-1957_miller_1_1_0_thickness_16_VASP_PBE_noDP,AgI,3.834,2.574,-1.26,0.0,3.1338,1.5628000000000002,1.5709999999999997
Surface-JVASP-101229_miller_1_1_0_thickness_16_VASP_PBE_noDP,BaSrMgTeO6,5.379,3.374,-2.005,0.0,0.0039,0.042800000000000005,-0.038900000000000004
Surface-JVASP-1513_miller_1_1_0_thickness_16_VASP_PBE_noDP,TiCoSb,9.276,8.205,-1.071,0.0,0.3033,0.24170000000000025,0.061599999999999766
Surface-JVASP-39_miller_1_0_0_thickness_16_VASP_PBE_noDP,AlN,10.306,5.832,-4.474,0.0,4.1089,2.5927,1.5162000000000004
Surface-JVASP-105410_miller_0_0_1_thickness_16_VASP_PBE,SiGe,5.714,5.02,-0.694,0.0,0.0163,0.019100000000000006,-0.0028000000000000073
Surface-JVASP-1435_miller_1_1_0_thickness_16_VASP_PBE_noDP,LiAlSi,5.369,5.138,-0.231,0.0,0.6436,0.16079999999999994,0.4828
Surface-JVASP-1687_miller_1_1_0_thickness_16_VASP_PBE_noDP,LiZnP,4.951,3.481,-1.47,0.0,2.2127,1.2521,0.9605999999999999
Surface-JVASP-8105_miller_1_1_0_thickness_16_VASP_PBE_noDP,LiAlGe,5.091,4.912,-0.179,0.0,1.0299,0.11059999999999992,0.9193000000000001
Surface-JVASP-8003_miller_1_1_0_thickness_16_VASP_PBE_noDP,CdS,1.818,0.825,-0.993,0.0,4.0385,1.3734,2.6651
Surface-JVASP-7833_miller_1_1_0_thickness_16_VASP_PBE_noDP,SnTe,3.214,3.107,-0.107,0.0,1.0569,0.5062,0.5507
Surface-JVASP-1091_miller_1_1_0_thickness_16_VASP_PBE_noDP,ZrNiSn,8.867,8.381,-0.486,0.0,0.0007,0.049599999999999866,-0.04889999999999987
Surface-JVASP-78583_miller_1_1_0_thickness_16_VASP_PBE_noDP,NaBeSb,5.711,4.516,-1.195,0.0,1.4893,0.9783000000000001,0.511
Surface-JVASP-78633_miller_1_1_0_thickness_16_VASP_PBE_noDP,YOF,7.094,1.334,-5.76,0.0,6.7458,3.4737999999999998,3.2720000000000002
Surface-JVASP-1174_miller_1_0_0_thickness_16_VASP_PBE,GaAs,3.492,3.407,-0.085,0.0,0.1794,0.008000000000000007,0.1714
Surface-JVASP-36402_miller_1_1_0_thickness_16_VASP_PBE_noDP,RuC,9.088,8.427,-0.661,0.0,0.0031,0.009599999999999831,-0.0064999999999998306
Surface-JVASP-36391_miller_1_1_0_thickness_16_VASP_PBE_noDP,ScN,4.83,2.254,-2.576,0.0,3.0112,1.3909,1.6203
Surface-JVASP-35673_miller_1_1_0_thickness_16_VASP_PBE_noDP,Li2MgSi,4.023,3.82,-0.203,0.0,0.5954,0.409,0.18640000000000007
Surface-JVASP-40774_miller_1_1_0_thickness_16_VASP_PBE_noDP,TiSiPd,8.063,7.226,-0.837,0.0,0.0017,0.28259999999999996,-0.2809
Surface-JVASP-40780_miller_1_1_0_thickness_16_VASP_PBE_noDP,MgScGa,2.96,2.811,-0.149,0.0,0.6656,0.08990000000000001,0.5757
Surface-JVASP-40793_miller_1_1_0_thickness_16_VASP_PBE_noDP,ScCoTe,9.095,8.193,-0.902,0.0,0.613,0.18199999999999994,0.43100000000000005
Surface-JVASP-40798_miller_1_1_0_thickness_16_VASP_PBE_noDP,LiMgP,4.506,2.612,-1.894,0.0,2.6074,1.5843,1.0231000000000001
Surface-JVASP-39508_miller_1_1_0_thickness_16_VASP_PBE_noDP,KYSn,3.378,2.582,-0.796,0.0,0.5531,0.029999999999999916,0.5231000000000001
Surface-JVASP-266_miller_1_1_0_thickness_16_VASP_PBE_noDP,InP,4.918,4.588,-0.33,0.0,2.8341,0.8791,1.9549999999999998
Surface-JVASP-36873_miller_1_1_0_thickness_16_VASP_PBE_noDP,BSb,8.111,7.166,-0.945,0.0,1.0978,0.24580000000000002,0.8520000000000001
Surface-JVASP-64991_miller_1_1_0_thickness_16_VASP_PBE_noDP,Be2NbRh,6.757,6.194,-0.563,0.0,0.0033,0.20740000000000003,-0.20410000000000003
Surface-JVASP-109827_miller_1_1_0_thickness_16_VASP_PBE_noDP,ScTeRh,8.476,8.095,-0.381,0.0,0.2189,0.07440000000000024,0.14449999999999977
Surface-JVASP-111073_miller_1_1_0_thickness_16_VASP_PBE_noDP,CuCl,4.177,3.592,-0.585,0.0,0.8078,0.5574999999999999,0.2503000000000001
Surface-JVASP-116283_miller_1_1_0_thickness_16_VASP_PBE_noDP,LiH,2.677,-1.814,-4.491,0.0,3.6459,3.4065,0.23940000000000028
Surface-JVASP-113670_miller_1_1_0_thickness_16_VASP_PBE_noDP,LiZnP,4.99,3.773,-1.217,0.0,1.9473,1.2406,0.7067000000000001
Surface-JVASP-120170_miller_1_1_0_thickness_16_VASP_PBE_noDP,ScOF,6.93,2.334,-4.596,0.0,5.8429,2.8998999999999997,2.9430000000000005
Surface-JVASP-140471_miller_1_1_0_thickness_16_VASP_PBE_noDP,Al5AgS8,6.6,5.214,-1.386,0.0,2.472,0.0673,2.4047
Surface-JVASP-136599_miller_1_1_0_thickness_16_VASP_PBE_noDP,NbOF,6.44,5.479,-0.961,0.0,0.0004,0.07420000000000004,-0.07380000000000005
Surface-JVASP-133719_miller_1_1_0_thickness_16_VASP_PBE_noDP,BAs,6.984,5.688,-1.296,0.0,0.4558,0.4983,-0.04250000000000004
Surface-JVASP-148851_miller_1_1_0_thickness_16_VASP_PBE_noDP,ZnSO4,1.455,-2.861,-4.316,0.0,0.8494,0.0030999999999998806,0.8463000000000002
Surface-JVASP-22623_miller_1_0_0_thickness_16_VASP_PBE_noDP,ZnS,1.794,3.889,2.095,2.095,3.6807,0.10240000000000002,3.5783
Surface-JVASP-96463_miller_1_0_0_thickness_16_VASP_PBE_noDP,Sr4Cl6O,5.678,0.811,-4.867,0.0,6.721,3.5176999999999996,3.2033000000000005
Surface-JVASP-22685_miller_1_0_0_thickness_16_VASP_PBE_noDP,CdTe,1.776,2.302,0.526,0.526,2.8916,0.9613,1.9303
Surface-JVASP-50830_miller_1_0_0_thickness_16_VASP_PBE_noDP,Na6MgO4,2.945,0.534,-2.411,0.0,4.8616,1.4510999999999998,3.4105000000000003
Surface-JVASP-105566_miller_1_0_0_thickness_16_VASP_PBE_noDP,LiGeN,5.989,4.502,-1.487,0.0,0.0021,0.03210000000000002,-0.030000000000000016
Surface-JVASP-1273_miller_1_0_0_thickness_16_VASP_PBE_noDP,MgTe,4.165,1.634,-2.531,0.0,4.7001,2.3541,2.346
Surface-JVASP-8186_miller_1_0_0_thickness_16_VASP_PBE_noDP,ZnTe,3.859,2.781,-1.078,0.0,2.6152,1.3497,1.2655000000000003
Surface-JVASP-8118_miller_1_0_0_thickness_16_VASP_PBE_noDP,SiC,10.545,7.927,-2.618,0.0,1.403,1.5124,-0.10939999999999994
Surface-JVASP-8047_miller_1_0_0_thickness_16_VASP_PBE_noDP,ZnSe,2.477,1.222,-1.255,0.0,3.7783,1.4190999999999998,2.3592000000000004
Surface-JVASP-1073_miller_1_0_0_thickness_16_VASP_PBE_noDP,SiGe,5.594,5.191,-0.403,0.0,1.005,0.09060000000000001,0.9143999999999999
Surface-JVASP-55611_miller_1_0_0_thickness_16_VASP_PBE_noDP,Ba4Cl6O,4.998,0.488,-4.51,0.0,6.0482,3.9886999999999997,2.0595
Surface-JVASP-82129_miller_1_0_0_thickness_16_VASP_PBE_noDP,InP,5.005,4.63,-0.375,0.0,3.1163,0.7238,2.3925
Surface-JVASP-35748_miller_1_0_0_thickness_16_VASP_PBE_noDP,AlSb,5.451,4.393,-1.058,0.0,2.0565,1.0084,1.0481000000000003
Surface-JVASP-95_miller_1_0_0_thickness_16_VASP_PBE_noDP,CdS,1.878,0.823,-1.055,0.0,3.9116,1.2422000000000002,2.6693999999999996
Surface-JVASP-33818_miller_1_0_0_thickness_16_VASP_PBE_noDP,BrCl,0.375,-0.303,-0.678,0.0,2.7589,0.7747999999999999,1.9841000000000002
Surface-JVASP-46672_miller_1_0_0_thickness_16_VASP_PBE_noDP,Mn4OF6,5.575,4.145,-1.43,0.0,0.0005,1.4665,-1.466
Surface-JVASP-45246_miller_1_0_0_thickness_16_VASP_PBE_noDP,Na3Sr3GaP4,3.287,2.614,-0.673,0.0,1.5707,0.6465,0.9242
Surface-JVASP-109806_miller_1_0_0_thickness_16_VASP_PBE_noDP,BaNaN,2.124,1.777,-0.347,0.0,1.314,0.014900000000000004,1.2991000000000001
Surface-JVASP-29604_miller_1_0_0_thickness_16_VASP_PBE_noDP,CdI2,1.587,3.762,2.175,2.175,5.2166,2.153,3.0635999999999997
Surface-JVASP-57708_miller_1_0_0_thickness_16_VASP_PBE_noDP,Na6CoSe4,2.24,1.812,-0.428,0.0,0.0034,0.42469999999999997,-0.42129999999999995
Surface-JVASP-59059_miller_1_0_0_thickness_16_VASP_PBE_noDP,Sr4I6O,6.128,2.086,-4.042,0.0,4.8122,3.6872,1.125
Surface-JVASP-122101_miller_1_0_0_thickness_16_VASP_PBE_noDP,Rb6CdO4,2.159,0.804,-1.355,0.0,0.0023,0.5951,-0.5928
Surface-JVASP-139888_miller_1_0_0_thickness_16_VASP_PBE_noDP,Mg2V3O8,3.917,3.392,-0.525,0.0,0.0024,0.02429999999999999,-0.02189999999999999
Surface-JVASP-144564_miller_1_0_0_thickness_16_VASP_PBE_noDP,Na3Ca3AlSb4,4.002,3.531,-0.471,0.0,1.9962,0.7136,1.2826
